ID,Dialogue,Manipulative,Technique,Vulnerability
85518866,"Person1: Is it possible his head struck the transom, or the stern gunnel, or the net roller, as you were bringing him in?
Person2: I don't think so.
Person1: You don't.  Think so.
Person2: He was heavy, but we were real careful.  But I don't remember him hitting anything, anywhere.
Person1: You don't.  Remember.",0,,
85518867,"Person1: Yeah, well, Arletta, you done your best. What I done with myself is my problem.
Person2: No it hain't, Luke. You ain't alone. Ever whar you go, I'm with you, and so's John.
Person1: You never thought that's a heavy load?
Person2: We allus thought you was strong enough to carry it. Was we wrong?",0,,
85518868,"Person1: Hello?
Person2: It's Daniel.
Person1: Daniel. Listen I'm afraid there has been a big--
Person2: -- I've got the tapes. If you ever want to see your brother out of jail do exactly what I say. Bring one million euros to your boat at six o'clock.
Person1: A million! I don't have that kind of money.
Person2: Don't bullshit me, Laurant!   I know about the Van Gogh.
Person1: I don't have it. That's why Vincent went to Chicago. They arrested him before he could bring it back.
Person2: Well, you better get the money somehow. Six o'clock and come alone. If you don't we'll destroy the tapes.",1,"Intimidation,Brandishing Anger",Dependency
85518869,"Person1: Of course I can. Drink or she dies.  Unlike you, she won't come back from where she's going.
Person2: Let her go.
Person1: I hear a train coming. Drink.",1,Intimidation,Dependency
85518870,"Person1: We have to have a plan.
Person2: What sort of plan?
Person1: Our children cannot see us die first. If the Militia comes, you must hurry up to the roof. I will meet you there.
Person2: Please do not talk like this.
Person1: We have to. If I do not come, you must take them all by the hands and jump.",0,,
85518871,"Person1: Um...look, there's something I've, uh, that's been bothering me for a long time, and I just thought I'd just tell you what it was and just sort of clear the deck here, and  that's this.
Person2: Oh, yeah?  What?
Person1: That I've always regretted the way I behaved that evening we went out, and, uh...I've, I just thought I'd tell you that because I really made a fool out of myself.
Person2: Oh, don't be silly!  No!  Don't be ridiculous.
Person1: It's all right.
Person2: I was the, I was... You know, it was my fault.  I--",0,,
85518872,"Person1: Where did you get these?
Person2: Oh, I just had the nicest chat with Ms. Dumptruck. Got along famously! It's scary how everyone's got a story to tell....Would you care to see the canoeing shots?
Person1: What do you want from me?
Person2: Strength. Westerburg doesn't need mushy togetherness, it needs a leader. Heather Chandler was that leader but...
Person1: But she couldn't handle it.",0,,
85518873,"Person1: Oh, it's nothing... I better go, I'll talk to you later.
Person2: Ok, have fun there, you're so lucky you don't have any kids yet and you can go off to Japan... call me when you get back.
Person1: Ok, bye.",0,,
85518874,"Person1: Runnin' off and worryin' people. Makin' it tougher on Clay than it is already.
Person2: Don't ask me because I won't tell you! I won't tell anybody! Go away!
Person1: Don't act so -- crazy.
Person2: I'm sorry. Let's go.
Person1: That's a good girl.",0,,
85518875,"Person1: And you had a sister who died in the convent.
Person2: Who told you this?
Person1: Do you still go to church?
Person2: What business is it of yours..?
Person1: Oh, we just wonder if you can be very objective about this case.
Person2: Look, Father, ah... just because I don't subscribe to the... to the beliefs you subscribe to...
Person1: But what you believe makes no difference to us whatsoever Doctor. But it does make all the difference to Agnes.
Person2: I don't understand. Are you expecting me to..?
Person1: Well somone's got to suffer for this Doctor. You've got to be merciful and quick. Excuse me.",0,,
85518876,"Person1: Will? Are you awake?
Person2: No.
Person1: Come with me to California.
Person2: What?
Person1: I want you to come with me.
Person2: How do you know that?
Person1: I know. I just do.
Person2: Yeah, but how do you know?
Person1: I don't know. I just feel it.
Person2: And you're sure about that?
Person1: Yeah, I'm sure.
Person2: 'Cause that's a serious thing you're sayin'. I mean, we might be in California next week and you could find out somethin' about me that you don't like. And you might feel like ""hey this is a big mistake.""  But you can't take it back, 'cause you know it's real serious and you can't take somethin' like that back. Now I'm in California, 'cause you asked me to come. But you don't really want me there. And I'm stuck in California with someone who really doesn't want me there and just wishes they had a take-back.
Person1: ""Take-back?"" What is that? I don't want a take-back. I want you to come to California with me.
Person2: I can't go out to California.
Person1: Why not?
Person2: One, because I have a job here and two because I live here--
Person1: Look, Will if you're not in love with me, you can say that.
Person2: I'm not sayin' I'm not in love with you.
Person1: Then what are you afraid of?
Person2: What do you mean ""What am I afraid of?""
Person1: Why won't you come with me? What are you so scared of?
Person2: What am I scared of?
Person1: Well, what aren't you scared of? You live in your safe little world where nobody challenges you and you're scared shitless to do anything else--
Person2: --Don't tell me about my world. You're the one that's afraid. You just want to have your little fling with the guy from the other side of town and marry--
Person1: Is that what you think--
Person2: --some prick from Stanford that your parents will approve of. Then you'll sit around with the rest of the upper crust kids and talk about how you went slummin' too.
Person1: I inherited that money when I was thirteen, when my father died.
Person2: At least you have a mother.
Person1: Screw you! You think I want this? That money's a burden to me. Every day I wake up and I wish I could give that back. I'd give everything I have back to spend one more day with my father. But that's life. And I deal with it. So don't put that shit on me. You're the one that's afraid.
Person2: What am I afraid of?!
Person1: You're afraid of me. You're afraid that I won't love you back. And guess what? I'm afraid too. But at least I have the balls to it give it a shot. At least I'm honest with you.
Person2: I'm not honest?
Person1: What about your twelve brothers?
Person2: Oh, is that what this is about? You want to hear that I don't really have any brothers? That I'm a orphan? Is that what you want to hear?
Person1: Yes, Will. I didn't even know that?
Person2: No, you don't want to hear that.
Person1: Yes, I do, Will.
Person2: You don't want to hear that I got cigarettes put out on me when I was a little kid. That this isn't surgery",1,"Shaming or Belittlement,Accusation",Low self-esteem
85518877,"Person1: -- And what did Dr. Paley do after you stopped seeing him?
Person2: He used to call me -- tell me that I couldn't just walk out on him.  He said that if I didn't come back he'd make my life miserable.
Person1: Did he make your life miserable?
Person2: Yes -- he did.
Person1: How?",0,,
85518878,"Person1: I'm sorry about getting on your case earlier.  I just see you getting sucked in deeper and deeper, and I -- anyway.  I'm sorry.
Person2: S'okay.  I know you still love me.",0,,
85518879,"Person1: You still haven't kissed her yet ? Don't lie.
Person2: What's the hurry ?
Person1: Others are waiting.",0,,
85518880,"Person1: So what's going on, Joel?
Person2: I don't know, I've just been thinking, maybe we're not happy with each other.
Person1: What?
Person2: Y'know, we've been, I don't know, sort of, unhappy with each other and --
Person1: Don't say ""we"" when you mean ""you.""
Person2: I think maybe, we're both so used to operating at this level that -- How can one person be unhappy? If one person is unhappy, both have to be... by definition.
Person1: Bullshit. Who is it? You met someone.
Person2: No. I just need some space, maybe.
Person1: The thing is, Joel, whatever it is you think you have with this chick, once the thrill wears off, you're just going to be Joel with the same problems.
Person2: It's not somebody else.",1,Rationalization,
85518881,"Person1: You're all just jealous.
Person2: Actually, I have no idea what the World's Record is.  I was just kidding.",0,,
85518882,"Person1: These new people never identified themselves.  They musta been watching the whole thing 'cause they knew everything Mary and me had been doing that day.  I guess I wasn't too hard to find - wearing that red raincoat.
Person2: How many shots you say you heard?
Person1: Four to six.
Person2: That's impossible.  You heard echoes ...echoes.  We have three bullets and three shots which came from the Book Depository and that's all we're willing to say.
Person1: ...which is strange 'cause this is less than 20 minutes after the assassination.
Person1: No, I saw a guy shooting from over there.  He was behind that fence. What are you going to do about it?
Person2: We have that taken care of.  You only heard three shots and you are not to talk to anyone about this. No one, you hear?
Person1: I was scared.  It was all kinda queer, but it sure felt like two and two was coming up three... and then they took Mary's five snapshots from me, sent them to Washington, and when they returned them weeks later, two of them had the backgrounds mutilated... The only one we saved was in Mary's camera.  I didn't want to go to Washington when the Warren Commission subpoenaed me... so the lawyer come down here and interviewed me at Parkland Hospital.",0,,
85518883,"Person1: -- He killed people --
Person2: -- You know what Swayzak would do to the department if this got out? --
Person1: -- Stephen, this is bullshit --
Person2: -- What he would do to your dad's department? You gotta let me finish it --",0,,
85518884,"Person1: Paula, how far would you go to catch Zack?
Person2: What do you mean?
Person1: You know what I mean. Would you... let yourself get pregnant?
Person2: No way... Would you?
Person1: I never used to think I'd do something like that, but now I'm not so sure. You ask me, nine weeks just ain't long enough to get a guy to fall in love with you.
Person2: That don't justify trying to trap a boy by getting pregnant, Lynette! Nothing justifies that. I can't believe you're even thinking like that. I mean, that's really backward.
Person1: No more backward, if you ask me, than the way these hotshot jerks mess with us, then ditch us.  Don't you ever feel used, Paula? Don't you ever feel like if this is all you get for your trouble then the sonofabitch ought to be paying for it...?
Person2: No. I never feel like that.
Person1: I do.",1,Rationalization,Over-responsibility
85518885,"Person1: All right... where did you see her?
Person2: She's in my biology class.
Person1: Did you get her number?
Person2: No.
Person1: Did you get her name?
Person2: No. It's too soon.
Person1: It's never too soon! Girls decide how far to let you go in the first five minutes.
Person2: Well, what do you want me to do? Go up to this strange girl in my biology class and say, 'Hello! I'd like you to take your clothes off and jump on me?'
Person1: I would. Yeah.
Person2: Really?
Person1: I can see it all now. This is going to be just like the girl you fell in love with at Fotomat this summer. You bought forty bucks of film and you never even talked to her.
Person2: You tell me, Mike. What do I do?
Person1: Okay. Okay.  Here's what you do.",1,Persuasion or Seduction,
85518886,"Person1: I overheard your conversation yesterday. Blackmailing a colleague? Really?
Person2: That was a private conversation. You had no right to eavesdrop.
Person1: And you had no right to exploit someone's vulnerability.
Person2: Stay out of this, Fiona. It's none of your business.
Person1: I will let everybody know what kind of person you are. No one deserves to be treated the way you're treating him.",1,Accusation,
85518887,"Person1: No -- he's lying.
Person2: How's it supposed to work Rebecca? You and Paley celebrate your victory. You get me over here and provoke a fight so he has to rush in and save you -- but then he's given himself away as your accomplice -- now he has to kill me.  After that I figure she'll tell the Police that you broke in.  That you were crazed because we humiliated you in court?
Person1: Don't listen to him.  Can't you see he's trying to turn you against me.",0,,
85518888,"Person1: An atomic bomb.
Person2: Professor, be serious, would you?
Person1: I am serious. If we could get you, the time machine, and the power converter in the vicinity of an atomic blast, we could send you back to the future.
Person2: You're talking crazy! An atomic blast would melt me and the time machine in a matter of seconds!
Person1: You forget -- time travel is instantaneous. The time machine would melt, but you would have already travelled through time. Of course, it's a moot point regardless. The only place atomic bombs are detonated is at the Army's Nevada Test Site, and those tests are kept absolutely top secret.",0,,
85518889,"Person1: I really don't 'date' that much.
Person2: You know what I mean. I know you've at least thought about it.
Person1: No I haven't...
Person2: Yes you have. You were thinking you were gonna get a good night kiss.
Person1: No I wasn't...
Person2: Yes you were.
Person1: I was kinda' hopin' to get a ""good night laid"" but...I'll take a kiss.",1,,
85518890,"Person1: Well sure, look at it!  Young trophy wife, I mean, in the parlance of our times, owes money all over town, including to known pornographers-- and that's cool, that's cool-- but I'm saying, she needs money, and of course they're gonna say they didn't get it 'cause she wants more, man, she's gotta feed the monkey, I mean-- hasn't that ever occurred to you...? Sir?
Person2: No.  No Mr. Lebowski, that had not occurred to me.",0,,
85518891,"Person1: How's school?
Person2: OK. OK. But now that I've got a job, I'11 probably stop going...
Person1: Don't do that...Sooner or later you'll be left empty-handed.
Person2: Why? What do you mean?
Person1: Toto, this isn't for you. For the moment, the Cinema Paradiso needs you, and you need the Cinema Paradiso. But it won't last...Some day you'll have other things to do, more important things...  That's right, more important. I know it. Now that I've lost my sight I see more. I see everything I didn't see before...  And it's all thanks to you, who saved my life. And I'll never forget it...  And don't put on that look. I haven't gone off my head yet. You want proof?",0,,
85518892,"Person1: You're really serious, aren't you?
Person2: Yes, I am.
Person1: But what about the past? Our past?
Person2: We never really shared one.
Person1: You're inhuman.
Person2: I'm...in touch with humanity. Evelyn, I'm sorry.  You're just not terribly important to me.",0,,
85518893,"Person1: I don't work with spooks.  Not after that op in Cambodia.
Person2: I'm authorized to get you out of here.  I thought that's what you wanted.
Person1: What's the job?
Person2: Classic special forces op... hit fast... in and out.  Two men.  Two days.
Person1: Why me?
Person2: We like you.  At least the computer at Langley likes you.  Pulled your file because of various factors.  Service record. Area familiarity.
Person1: Where?
Person2: Not yet.
Person1: I'm not jumping blind.",0,,
85518894,"Person1: Who are you calling, Miss Kubelik?
Person2: My sister -- she'll want to know what happened to me.
Person1: Wait a minute -- let's talk this over first.  Just what are you going to tell her?
Person2: Well, I haven't figured it out, exactly.
Person1: You better figure it out -- exactly. Suppose she asks you why you didn't come home last night?
Person2: I'll tell her I spent the night with a friend.
Person1: Who?
Person2: Someone from the office.
Person1: And where are you now?
Person2: In his apartment.
Person1: His apartment?
Person2: I mean -- her apartment.
Person1: What's your friend's name?
Person2: Baxter.
Person1: What's her first name?
Person2: Miss.",0,,
85518895,"Person1: You tricked me.  I wouldn't have - I've never - never.
Person2: I know, but it wasn't all bad was it? I think you found it quite pleasurable.  Oh so soft.  So sensual.
Person1: Ahhh - no - stop - I mean Janet.  Janet.
Person2: Shush.  Janet's probably asleep by now. Do you want her to see you like this?
Person1: Like this.  Like how?  It's your fault - you're to blame.  I thought it was the real thing.
Person2: Oh come on, Brad, admit it.  It was enjoyable, wasn't it?  There's no crime in giving yourself over to pleasure.",1,Persuasion or Seduction,Dependency
85518896,"Person1: Please.
Person2: I could scoop them out.
Person1: Don't.
Person2: So tell me where Nix is buried.
Person1: I don't know.",0,,
85518897,"Person1: Are you sure we should be doing this?
Person2: Come over here.
Person1: You said never to touch you before a fight.
Person2: If you let me do it, I'll murder you. Come here.
Person1: You said I couldn't. You've been good for two weeks...
Person2: Come here.",1,Intimidation,
85518898,"Person1: I didn't mean to start that....
Person2: Don't be such a Grandma...I was always climbing something....
Person1: You were a monkey....",0,,
85518899,"Person1: Hi!
Person2: We had a date.
Person1: We did...?
Person2: Where have you been...
Person1: I've been thinking.
Person2: Where have you been, we had a date for three...where have you been...?
Person1: I have to tell you something...
Person2: Well, I know, because they told me you were with that writer from the, you see, this is what I mean, the whole town has been warped by the, by, by the presence of the movie company, they holler, and we jump, you have a date, they call, you're doing business nine o'clock at night.  It isn't...
Person1: I wasn't doing business.
Person2: Oh.  What were you doing, then, that's so important that you shouldn't call your fian...
Person1: It's all over between us, Doug, I'm sorry, but that's the truth.  I've found someone else, and, it's very serious and it's the end.  I'm sorry.  It isn't you, j...
Person2: Wai...It's so serious you couldn't call to tell me you'd be...what...?  What did you say...?
Person1: It's all over between us.  I've found someone else.
Person2: Let me review here. You're...what are you...you've...it's all over between us?
Person1: I'm sorry.
Person2: Who is this person that you've found?
Person1: He works on the movie.
Person2: No.  Don't tell me that.
Person1: I'm sorry.
Person2: Why, you whore!",1,"Shaming or Belittlement,Brandishing Anger",Low self-esteem
85518900,"Person1: I'm fully amenable to that discussion.
Person2: I mean, we're having a lot of fun now -- but things are gonna be different when I'm at Harvard. Law school is a completely different world. I need to be serious.
Person1: Of course.
Person2: My family expects a lot from me. And I expect a lot from me. I plan on running for office some day.
Person1: And I fully support that.
Person2: But the thing is, if I'm gonna be a senator by the time I'm thirty -- I can't keep dicking around.
Person1: I completely agree.
Person2: That's why I think it's time for us to --",0,,
85518901,"Person1: So far so good. We'll need more pictures. Why don't you take them on a field trip tomorrow.
Person2: And...?
Person1: And, take some more pictures.
Person2: Wow, you are smart.
Person1: And you are great in bed.",0,,
85518902,"Person1: All right, lieutenant, give me a name and specifics, I'll have the X.O. file an action first thing in the morning.  A name?
Person2: It's you, sir.  And it started the day I came here.
Person1: Oh, really.
Person2: It's this double-standard, the separate quarters, the deferential treatment.  It's how you pulled out my chair and nearly served high tea the first time we met.
Person1: Because I was civil, now you're complaining.
Person2: I can't afford civility, sir.  How am I supposed to fit in with these guys when you've got me set up as an outsider?  Even if I make it under these rules, I still lose, because there'll always be a flag in my file -- ""Yeah, she made it, but...""  I mean, really -- why didn't you just issue me a goddamn petticoat to wear around the base?
Person1: Did you just have a brain-fart?
Person2: Pardon?
Person1: Did you just barge in here and curse at your base commander?  If so, I regard that as a bonafide brain- fart, and I resent it when people fart inside my home.
Person2: I think you've resented me from the start, sir.",1,,
85518903,"Person1: Thank you.
Person2: Please accept my apology for not having done so sooner.
Person1: Apology accepted.  Now, on the matter of the specific targeting of officers during engagements, this is absolutely unacceptable.
Person2: That one is a bit more difficult.
Person1: Certainly you must know that in civilized warfare, officers in the field must not be accorded inappropriate levels of hostile attention.
Person2: And what are inappropriate levels of hostile attention?
Person1: Colonel, imagine the utter chaos that would result from un-led armies having at each other.  There must be gentlemen in command to lead and, when appropriate, restrain their men.
Person2: Restrain them from the targeting of civilians, including women and children?
Person1: That is a separate issue.
Person2: I consider them linked.
Person1: I beg to differ.  One is a command decision on your part.  The other represents nothing more than the occasional over-exuberance of field officers attempting to carry out their duty in difficult circumstances.
Person2: As long as your soldiers attack civilians, I will order the shooting of your officers at the outset of every engagement.  And my men are excellent marksmen.",0,,
85518904,"Person1: You mean like, strip strip?
Person2: For me?",0,,
85518905,"Person1: I guess I don't have a hell of a lot of choice.
Person2: Get used to it.  You're in a very tenuous position on the food chain, hoss.",0,,
85518906,"Person1: When you invited my brother over without telling me, it put me in an awkward situation.
Person2: He's your family, I thought it would be a nice surprise.
Person1: But given our recent disagreements, you always do things without considering how they'll make me feel.
Person2: I'm sorry, Scott. I need to be more considerate and communicative.",0,,
85518907,"Person1: Hey, Eve!
Person2: Have you ever heard the saying, ""He hasn't got enough sense to come in out of the rain?""
Person1: Yep.  You know, my father -- who is a scientist -- says that everything is a miracle. Everything. Until recently I wasn 't sure what he meant by that.
Person2: Yeah? No kidding. Listen, you still want to go girl hunting tonight?
Person1: I certainly do!
Person2: Okay. But you know, this business of finding you a wife -- it's kind of ridiculous, don't you think?
Person1: No it's not!
Person2: Yes it is. A girlfriend maybe. But a wife? I mean...
Person1: Then just help me find a girlfriend! That's all I ask. I'll give you every single card I've got left!
Person2: Hey, screw you! Okay? You think I'm just somebody you can buy off! Listen, let me tell you something--
Person1: Would you do it just because you're my friend? My very best friend.
Person2: Well...yeah. Okay.",0,,
85518908,"Person1: I heard about the disagreement in the meeting. People can be so narrow-minded.
Person2: It's frustrating. I genuinely believe my approach is the right one.
Person1: Everyone thinks you’re wrong, but I’m on your side. I think your vision is exactly what the project needs.
Person2: That means a lot, Cassie. Sometimes I feel like I'm fighting this battle alone.
Person1: You're not alone. And together, I think we can persuade the others to see things our way.",0,,
85518909,"Person1: Go home.
Person2: May I see my mother?
Person1: You do not want to be here.  Go home to your father.
Person2: She did not do it... please listen...
Person1: She is guilty.
Person2: No, sir, please... she is innocent...
Person1: She has confessed.
Person2: No.
Person1: She has admitted to her evil and signed a written confession.  Do you know what confession is?  All that is left for you now is to pray for her soul.",0,,
85518910,"Person1: I know why most of you are here. We're not stupid. But before you get to sell what we teach you over at United Airlines, you gotta give the Navy six years of your life, Sweet Pea. Lot of things can happen in six year. Another war could come up in six years. If you're too peaceful a person to dump napalm on an enemy village where there might be women and children, I'm gonna find that out. Understand?
Person2: Yes, sir!",0,,
85518911,"Person1: Segretti criss-crossed the country over ten times in six months--and never stayed anyplace over a night or two.  Switch to another station, huh? You're driving me crazy with that.
Person2: Segovia begged me for me secret but I said, ""No, Andres, you'll have to try and make it without me.""",0,,
85518912,"Person1: Okay... dead or undead... what do you want from me?
Person2: A-duh... You're a werewolf. And we, as your victims, have to walk the earth until your curse is lifted.
Person1: Uh huh... And, supposing I believed that, what could I do about it?",0,,
85518913,"Person1: ...the lease, the phones, the cars...layers of false ident. Would take the FBI weeks.  How long did it take them?  Three hours? Four?  This means, ""We can reach out and touch somebody.""  Like Bad Teleflora.
Person2: ...even if they could run the identities you built to EPIC, all they'll find is more cover... Trust what you built.  It's quality, girl.  We're cool...
Person1: ...you are trying to reassure me because you know when people get anxious, they make mistakes. You're worried about me.  Do not be.  I am careful.  I am cool.  I got Trudy, backup, whatever.  You worry about you.  Because you are the ones who are in denied territory, not me.  If your focus is on me, you'll miss something coming at you.  That's how people slip up. Get hurt.  And I'd die if anything happened.  You worry about you. You and Sonny...are in the dangerous place.  I'm fine...",0,,
85518914,"Person1: Otis!!!!
Person2: Otis!!!!
Person1: Otis, good boy, come here.  Oh my god, oh my god, oh my god.
Person2: This is a nightmare.  We should have kept him upstairs.
Person1: It was done.  When Sophia put the kids to bed, America brought Otis in the room and closed the door.  It was done.
Person2: Well someone clearly let him out before Monica opened the gate.
Person1: Oh, forget you, and forget Monica while you're at it.  But I guess that's what I interrupted.
Person2: Jesus, Sally.  You are a medical miracle. The only person who's ever taken ecstacy and become angrier.
Person1: Yeah, let's talk about that.  You seem to be rather an expert.  I don't remember in the last five months of counselling your ever mentioning ecstacy or going to rage parties.
Person2: Rave parties?!  That's so typical - you would think it was called rage.  Perfect!
Person1: What else don't I know about, Joe?  Let's get really clear here.
Person2: Sally, so I took a few pills.  I went out dancing.  I tried to forget how upset I was about splitting up with you.  I haven't lied to you.  I told you about the people I've slept with.  I just didn't mention the few occasions I took drugs because you're so judgmental I knew I'd never hear the end of it, and you have so little faith and so little trust in me.  Sally, we're back, I love you.  Trust that.  Please let's not do this.
Person1: Otis!  Come!  Good boy!  Come!
Person2: Otis!
Person1: I'm not sure we understand that word in the same way.
Person2: Love?
Person1: You walked out on a five year marriage.
Person2: That hasn't the first thing to do with love.  It's whether we can live together... like this!  All the time.
Person1: It's not like this all the time.
Person2: DO I want anyone else?  No.  Do I want to be with you for the rest of my natural life?  I'm trying.
Person1: And how hard it hit?
Person2: Just stop right there, Sally.  We've been through this.
Person1: You've been through it.  That's how you love people.  When it's easy for you, when it's convenient for you.
Person2: Sally, first of all, you're talking bullshit.  And second...
Person1: You want to talk about bullshit?  Lucy called you three times this week.  She's a mess, Joe.  Your sister is a mess.  She needs you.  I talk to her more than you do.
Person2: That is not true.
Person1: It is true.  You know how you love, Joe? You dedicate a book to someone.
Person2: Every novel I've had published in every language I've dedicated to Lucy.
Person1: Right.  And when was the last time you spoke to her?",1,Playing Servant Role,
85518915,"Person1: Well, what you need...what you have to keep looking for...what you want to get is a wingman who can stay up with you. Who can match you move for move. Then you've got something.  I'm sorry.
Person2: For what?
Person1: That stuff about the MiG. I was out of line.
Person2: Apology acknowledged.
Person1: Is that all? CHARLIE What else do you want?
Person1: Um. You.
Person2: There you go with those moves again.
Person1: Too aggressive?
Person2: I don't mix with the boys. I work here. Let's keep it professional.
Person1: I'm special.
Person2: Yes. I'll give you that!
Person1: Give me a break, I'm asking you out.",1,Rationalization,
85518916,"Person1: Grow up, Heather. Bulimia's so '86.
Person2: Color me nauseous.",0,,
85518917,"Person1: I thought we both wanted the same things.
Person2: I've changed my mind.
Person1: You can't change your mind.",0,,
85518918,"Person1: Hello.  Hello, Leon.
Person2: Hello, Sonny.
Person1: How are you doing?
Person2: Well... I'm out of the hospital.
Person1: Yeah.  You said... I thought you were never getting out?
Person2: I never thought I'd get out this way.  I'll tell you.
Person1: Well.... huh ...
Person2: Ooohh....
Person1: Oh... huh ... how you feeling?
Person2: I'm really shakey.
Person1: Well, you know ... Moretti told me before that you were drugged up.
Person2: Yeah.  It was terrible.
Person1: That... huh... they just shoot you with drugs.
Person2: You come in and they say, right away, that you are crazy.  And they start putting things in your arm... you know.  How do they expect you to get uncrazy if you're asleep all the time?
Person1: Yeah...
Person2: You can't talk or do anything.  You really feel... you know... I'm just sort of coming out of it now.
Person1: So... that sure is something.
Person2: Yeah.  So how are you?
Person1: Fine, thank you.  I'm in trouble. That is... now I am!
Person2: Yeah... I know.
Person1: I don't know what I'm gonna do... you know.  Boy... I'm dying.
Person2: What?  What are you talking about? You are dying?  Did you ever listen to yourself when you say that?
Person1: What are you talking about?
Person2: What do you mean... what am I talking about?  Do you realize that you say that to me every day of your life?  I am dying.  Do you know... do you realize the death that you are spreading around to the people who are around you?
Person1: Now don't give me that deep shit now.  Don't start with that shit.
Person2: No really... I don't think that you realize what it means.  The things that you do, Sonny.  You put a gun to somebody's head...
Person1: I don't know what I'm doing.
Person2: Yeah... obviously you don't... when you put a gun to somebody's head... and you say go to sleep so that it won't hurt when I pull the trigger. Death?  Don't talk about death to me.  I have been living with death for the last six months.  Why do you think I'm in the hospital?  I take a handful of pills to get away from you.  And then here I am out of the hospital talking to you on the phone... again.  I have no friends left.  No job.  I can't live.  I have to live with people. This death business... I'm sorry!
Person1: I'm not on the phone to talk to you about that.  Well, I don't know what to say, Leon.  When you gimme that... when you hit me with that shit.  I mean, what am I supposed to say?
Person2: I'm sorry...
Person1: I told you.  That I got a lot of pressures.  You said to me that you needed money, and I knew that you needed money!  I saw you there lying in the hospital like that... and I said... shit, man, I got to get this guy some money.
Person2: But I didn't ask you to go rob a bank.
Person1: All right.  I know you didn't ask me.  You didn't ask me but I did it.
Person2: Well...
Person1: I did it on my own.  I did this all on my own.  I ain't laying it on anybody.  Nothing on anybody.  I'll tell you something, though, it's about time that I squared away my accounts... you know.  I am squaring away my accounts with life.  Maye this whole thing is gonna end, somehow.  Maybe it'll just end! Maybe I'll just close my eyes and the whole thing will be over. That would be all right too!  I said... I thought I would square it away with you... you know?  That I would get you down here and that I would say so long to you... or, if you wanted... you know, to take a trip...
Person2: What trip?
Person1: I'm getting out of here, man.  I'm not going to stay here and I'm not giving up.  I mean, huh, they're going to kill me, anyway.  So forget it!  But, if I can get out of this... I am going to get out. And, how I'm going to do it is to get a jet out of here and I'm flying the fuck out... That's all, Leon.  If you want to come with me, then you're entitled... you can come.  You're free to do what you want.
Person2: I'm free to do what I want?  And you think I would want to go with you some place on a plane?  Where? Where ya going?
Person1: I gotta jet coming here and we're gonna try to get outta this thing.  And we're gonna go, man!
Person2: You're crazy.
Person1: That's it.
Person2: You're really crazy.
Person1: I know!
Person2: Where you gonna go?
Person1: Who knows?  I think we're gonna go ... we worked it out to Algeria.  So, I don't know.  So I'll go to Algeria.
Person2: Why you going to Algeria?
Person1: Huh ... I don't know.  They got Howard Johnson's there.  I don't know why I'm going there for.
Person2: Howard Johnson's... you're warped. You know that?  You're really warped!
Person1: I know that.  I'm warped... I'm warped!
Person2: God, Algeria!  Do you know there's a bunch of... they walk around there... God!  People walk around with masks and things on their heads.  They're a bunch of crazy people there.
Person1: What am I supposed to do?
Person2: I don't know... you could have picked a better place.
Person1: Denmark?  Sweden?
Person2: I like that... yeah!
Person1: Sal wanted to go to Wyoming.  I told him it wasn't a country.  We gotta get outta the country!  To hell with a guy who doesn't know where Wyoming is.  Okay.  Can you imagine what kind of a shape I'm in?",1,"Denial,Rationalization",
85518919,"Person1: Hello, Gabriel.
Person2: When you call me Gabriel, I know I've got trouble.
Person1: Where've you been?
Person2: Working...I'm trying to figure out where to start.
Person1: Maybe I can help. Let's see... if one night I got up and packed up all my things and drove away without leaving so much as a note, and stayed away for months, I think what I'd want to do is come up with a well thought-out reason.
Person2: After the funeral I just had to leave.
Person1: Had to leave?  Believe me, we all wanted to leave...but you know what?  We stayed.
Person2: A lot of things fell apart up there.
Person1: I know...
Person2: I don't think you do.
Person1: Why can't you believe that you did everything you could?
Person2: Did I?  I don't know.  Maybe I shouldn't have gone out on that line.  Maybe I panicked.
Person1: I was there, you were the only one who didn't panic.  So do everyone a favor, don't hog all the guilt.  You held on as long as you could.  Yes, everything did go wrong, starting with Hal. I mean, what was he doing up on the Tower with a girl who could barely climb?
Person2: I can't blame anything on Hal. It was me.  I play it back in my mind everyday.
Person1: Then turn it off, Gabe, because it doesn't get any better.
Person2: I don't expect you to understand.
Person1: I don't understand?
Person2: You couldn't.
Person1: You're saying, I don't understand?  I'm the only one who does understand.  I'm the one you lived with for two years, I'm the one you made promises to, I'm the one who spent too many nights looking up at these rocks and wondering if you were ever going to make it down in once piece or ever at all.  Believe me, there's been times I didn't know what I wanted to do more, love you or hate you.  But the one thing in our relationship that I did know and still do know is that I understand you.
Person2: Why are you yelling?
Person1: Excuse me?
Person2: Why are you yelling?
Person1: Did I miss something?
Person2: Y'know, yelling at this altitude can lead to hyperventilation and fainting--
Person1: I'm not going to faint, but if I want to faint, I'll faint, okay?
Person2: Okay, but if you do I'll have to perform resuscitation--
Person1: Resuscitation?
Person2: --mouth-to-mouth, which could maybe...
Person1: Which could maybe what?
Person2: Maybe lead to a flare up...
Person1: A flare up...
Person2: Flare up of old emotions...
Person1: Listen to you...  The old ""mouth-to-mouth"" resuscitation routine, huh?
Person2: From one professional to another, of course.
Person1: Course maybe you don't have to wait until I faint.
Person2: No, I think I will, it's safer. I have patience.",1,"Playing Victim Role,Shaming or Belittlement",
