Dialogue,Hate Speech
"Person1: 60% of people believe Sadam responsible for 9/11. People are stupid Or should I say poorly educated
Person2: yeh okay! You're prob on welfare right now.",0
"Person1: Mabee some of these people need to eat out of garbage cans .like I did because they refused to give me food stamps because I was single
Person2: You should find yourself a baby mamma or two......make a few out of wedlock babies....get custody of them. Then you can get some food stamps!",1
"Person1: S. @mastersundholm I got laid off from my job last December. I was making $87,000 a year and my wife only makes $32,000. I tried to go for unemployment in Pennsylvania and was declined because I made too much money. They seriously denied me unemployment because I made too much money at what was my previous job. They said I had to wait 3 months before I would qualify!!! I told them I have no income the day after my last day at work. They still did not care. Getting laid off in December is the worst month to get laid off in. Took me two months to find a job that is making what I was previously. Now because I could not qualify for unemployment I did pick up side jobs with a family member that did residential electrical work. Otherwise my bills would have defaulted.
Person2: S. @mastersundholm Saddened by your testimonial. This is the unfortunate world created by this narcissist in office! The system is broke and helping only those he believes need help...",0
"Person1: 60% of people believe Sadam responsible for 9/11. People are stupid Or should I say poorly educated
Person2: That sounds like a win win then right? Trump 2016 & 2020!!!",0
"Person1: 60% of people believe Sadam responsible for 9/11. People are stupid Or should I say poorly educated
Person2: regardless of whatever taxes he may be able to avoid.......sales tax isn't one of them. Unless of course he is buying something in a state that doesn't have one.",0
"Person1: Start drug testing these lazy moochers
Person2: Drug test our Federal and State politicians first.",0
"Person1: I am a current recipient of food stamps. I agree that people who are able to work should work while on public assistance. I think we need to fix our economy first though. I have been unemployed for the past 9 years. I have applied to thousands of jobs over the past 9 years and still have nothing to show for it. Out of the thousands of jobs I have applied for, I have only been called in for an interview half a dozen times. I have a bachelors degree and yet no one will hire me!
Person2: Do volunteer work. If you do a good job and let people know that you are looking for a job, you will get a job offer from one of the business owners that are supporting that charity. Another approach is to get work as a temporary through a ""temp"" agency. Many ""temps"" do a good job and are offered regular employment at a company that uses temp agencies. If you follow either of these paths, work hard and get along with your fellow workers, you will get regular employment.",0
"Person1: I am a current recipient of food stamps. I agree that people who are able to work should work while on public assistance. I think we need to fix our economy first though. I have been unemployed for the past 9 years. I have applied to thousands of jobs over the past 9 years and still have nothing to show for it. Out of the thousands of jobs I have applied for, I have only been called in for an interview half a dozen times. I have a bachelors degree and yet no one will hire me!
Person2: I wish you luck in the future. You strike me as someone who does not want to be on food stamps. That is not always the case with many welfare recipients.",1
"Person1: I was on welfare and incapable of working at one time but signed up for a few hours volunteer work a couple of times a week. It made me feel that I 'gave back' as much as I was capable, and that I was actually still engaged with life, with people, that I could offer something needed, even as I was in need. I was very appreciate of having the help available until I could get back on my feet but a 'welfare life' deforms your spirit, if its not already deformed enough to find that life acceptable. The essentials of power, transport, etc are so expensive, and the knockbacks so demoralising and the eventual inertia so debilitating, that sometimes you sink into despondency. If eligable welfare recipients were matched up with something they could align to personally ( I worked at a farm and an emergency relief food outlet , both which I liked), i could see it working for all concerned. Unfortunately, I could see this becoming an almost work-for - the-state situation and taken to its end-point, that gives me the heebie jeebies.
Person2: and your experience is exactly what welfare should be. Temporary, empowering. it is depressing being unemployed. working those hours not only give back to the economy, they do wonders for your self esteem and help you back into the work force. these free loaders that use welfare as a way of life as they work under the table are the real problem, and under obama it seems that the handouts have gotten out of control. turning into a welfare state.",0
"Person1: I was on welfare and incapable of working at one time but signed up for a few hours volunteer work a couple of times a week. It made me feel that I 'gave back' as much as I was capable, and that I was actually still engaged with life, with people, that I could offer something needed, even as I was in need. I was very appreciate of having the help available until I could get back on my feet but a 'welfare life' deforms your spirit, if its not already deformed enough to find that life acceptable. The essentials of power, transport, etc are so expensive, and the knockbacks so demoralising and the eventual inertia so debilitating, that sometimes you sink into despondency. If eligable welfare recipients were matched up with something they could align to personally ( I worked at a farm and an emergency relief food outlet , both which I liked), i could see it working for all concerned. Unfortunately, I could see this becoming an almost work-for - the-state situation and taken to its end-point, that gives me the heebie jeebies.
Person2: I don't agree and I don't believe you.",0
"Person1: I don't agree and I don't believe you.
Person2: I personally know people who get $800+ in food stamps claiming children who do not live with them. They sell them for cash drugs liquor and cigarettes. They sleep all day and party all night. Then their are those who are actually trying to get ahead that are denied any benefits or less than $100 a month help and working 2 to 3 jobs. Need better screening and follow up inspections.",1
"Person1: The LOVE on this site for Jesus is overwhelming. All this we should help the poor get back on their feet, how we should feed them like Jesus fed five thousand. How Jesus Christ nailed to the cross, asked his father to forgive those for they know no better. Yea. There's a lot of love here.
Person2: um... more of an economic and policy discussion than a jesus discussion. :)",0
"Person1: Food stamps can not buy booze or cigarettes or lottery tickets so the recipients are allowed to get cash back to purchase those items in Obama's Name of course
Person2: Or the scammers illegally try to sell them. In CA they are good at fast food restaurants.",0
"Person1: Or the scammers illegally try to sell them. In CA they are good at fast food restaurants.
Person2: Most sell them to other fambly that pay 50 cents on a dollar. That money is then used for weed and 24's",1
"Person1: Food stamps can not buy booze or cigarettes or lottery tickets so the recipients are allowed to get cash back to purchase those items in Obama's Name of course
Person2: wrong it is all on e.b.t cards & I have read stories where they are used at casinos !",0
"Person1: There are those too disabled to work due to health conditions in which they are born. Should they be punished by only allowing extremely low income and no way of support?? Especially when family isn't around and they can't afford a home because they can't work?? No caregiver because they don't own a home? Even when they try and try again to get a job only to be stunted because they're sickness won't allow them to be ""reliable"" even if they're trying they're hardest?? There are always exceptions to the rule.
Person2: The story PLAINLY STATED that those who are DISABLED ARE EXEMPT.",0
"Person1: There are those too disabled to work due to health conditions in which they are born. Should they be punished by only allowing extremely low income and no way of support?? Especially when family isn't around and they can't afford a home because they can't work?? No caregiver because they don't own a home? Even when they try and try again to get a job only to be stunted because they're sickness won't allow them to be ""reliable"" even if they're trying they're hardest?? There are always exceptions to the rule.
Person2: there are always bullets !",1
"Person1: We should have picked our own da*n cotton.
Person2: my dad did for $1/100 lb sack",0
"Person1: Maybe the politicians shouldn't be paid or even allowed to run for another term until the un employed/under employed are taken care of.
Person2: Ahead of the ""illegals""?",1
"Person1: Another attack on Americas poor-> middle class. We need to overall the program but in a positive way requiring recipients complete food and health educational classes monthly to retain benefits while limiting what can be purchased. This program literally costs tax payers 1/10 a penny per year to fund yet provides many with food who need healthy options. It should be about changing bad habits and inter-generational adverse health conditions so that our health care costs go down due to people becoming more healthy.
Person2: Wow you are really misinformed",0
"Person1: Another attack on Americas poor-> middle class. We need to overall the program but in a positive way requiring recipients complete food and health educational classes monthly to retain benefits while limiting what can be purchased. This program literally costs tax payers 1/10 a penny per year to fund yet provides many with food who need healthy options. It should be about changing bad habits and inter-generational adverse health conditions so that our health care costs go down due to people becoming more healthy.
Person2: You, like them, are misconceived.",0
"Person1: Another attack on Americas poor-> middle class. We need to overall the program but in a positive way requiring recipients complete food and health educational classes monthly to retain benefits while limiting what can be purchased. This program literally costs tax payers 1/10 a penny per year to fund yet provides many with food who need healthy options. It should be about changing bad habits and inter-generational adverse health conditions so that our health care costs go down due to people becoming more healthy.
Person2: Give a man a fish, he eats for a day; teach him how to fish, he eats for a lifetime. Even the Bible says so - YOU MUST WORK TO EAT.",0
"Person1: Give a man a fish, he eats for a day; teach him how to fish, he eats for a lifetime. Even the Bible says so - YOU MUST WORK TO EAT.
Person2: The Bible also says to help the poor.",0
"Person1: The LOVE on this site for Jesus is overwhelming. All this we should help the poor get back on their feet, how we should feed them like Jesus fed five thousand. How Jesus Christ nailed to the cross, asked his father to forgive those for they know no better. Yea. There's a lot of love here.
Person2: and to stone the children that talk back... so....",0
"Person1: Please google ""Racism against Africans in Israel"". Israel police are slaughtering Blacks. Few know this, not even Black Lives Matter and most American Jews.
Person2: There is racism in Israel like in every other country, but more reasonable that less... When the question of racism against Ethiopian Jews was raised, Israel proved its ability to fight it with the most effective and vigorous ways. I bet this problem will be solved before you will be capable to determine your self autonomously, and not in identification with your anti-semitic hate.",0
"Person1: However the Palestinkian charter calls for the total elimination of the Jewish State (from the Jordan River to the Mediterranean Sea) and genocide of Jews.
Person2: Not to get into a huge debate; but if there were any descendants of the people of Jericho - I wonder how they would feel about Israel's 'historic claim' to the land. According the bible; the ancient Hebrews slaughtered them wholesale so I guess its a moot point.",0
"Person1: However the Palestinkian charter calls for the total elimination of the Jewish State (from the Jordan River to the Mediterranean Sea) and genocide of Jews.
Person2: ""As I urged you when I went into Macedonia, stay there in Ephesus so that you may command certain people not to teach false doctrines any longer or to devote themselves to myths and endless genealogies. Such things promote controversial speculations rather than advancing God's work--which is by faith."" ""It is not as though God's word had failed. For not all who are descended from Israel are Israel."" ""For they are not all Israel which are of Israel; neither because they are the seed of Abraham are they all children… but the children of promise are counted for the seed.""",0
"Person1: The opinion of this person was invalidated in the first sentence, ""which has done so much good in raising awareness of police abuses"" . ""So much good"" are you kidding me? So much good at perpetuating racism, and conflict. Blocking roads and rioting and threatening people? Good? Tell ya what, if BLM wants my support, it needs to just go away. I support that. And of course, why Fox reprinted this crap from the boston globe is beyond me.
Person2: Hey, pass a law against cell phone videos and you will get your wish for this all to go away.",0
"Person1: The opinion of this person was invalidated in the first sentence, ""which has done so much good in raising awareness of police abuses"" . ""So much good"" are you kidding me? So much good at perpetuating racism, and conflict. Blocking roads and rioting and threatening people? Good? Tell ya what, if BLM wants my support, it needs to just go away. I support that. And of course, why Fox reprinted this crap from the boston globe is beyond me.
Person2: If not for cell phones and body cams more cops might be unfairly out of a job or worse.",0
"Person1: The opinion of this person was invalidated in the first sentence, ""which has done so much good in raising awareness of police abuses"" . ""So much good"" are you kidding me? So much good at perpetuating racism, and conflict. Blocking roads and rioting and threatening people? Good? Tell ya what, if BLM wants my support, it needs to just go away. I support that. And of course, why Fox reprinted this crap from the boston globe is beyond me.
Person2: Why was it reprinted? Consider it a clue to the 'group' who controls the media.",1
"Person1: Dershowitz erred when he thought that Black Lives Matter was really dedicated to rooting out police abuses. Their goal was always attacks on whites, especially white cops, whether or not they abused blacks. They are a hate group. Eventually, hate groups get around to hating Jews.
Person2: Its amazing how angry people get when they keep getting shot.",0
"Person1: Dershowitz erred when he thought that Black Lives Matter was really dedicated to rooting out police abuses. Their goal was always attacks on whites, especially white cops, whether or not they abused blacks. They are a hate group. Eventually, hate groups get around to hating Jews.
Person2: Who funds BLM? Follow the money!",0
"Person1: Why would Blacks support Israel? That's not even logical.
Person2: Huh? Maybe because Jews have been even more pressed than blacks. Maybe because of a shared history of slavery. Maybe because American Jews were in the forefront of the civil rights movement. Maybe because Israel is the only democratic, law based country in the entire middle east.",1
"Person1: ""But singling Israel out and falsely accusing it of “genocide” can be explained in no other way than blatant hatred of Jews and their state."" ROFL they send tanks roll over the bodies of new born babies, and it's not a genocide? (seen during the last incursion of Israel on europeanTV) take an aspirin dude and get the facts.
Person2: I may have misunderstood your comment to be supportive of Palestinians, re read and realized I misunderstood. My other comment is for those who support Palestinians",0
"Person1: The whole problem is all about racism and hate and you sir are obviously part of the problem! Just like savior Trump, you are very good at placing labels and placing blame, because YOU are part of the problem as well!
Person2: Jaxtown, BLM is all about hate. And, to boot, they're dopes for calling out Israel. No other ethnic group has supported Black civil rights & freedom more than the Jewish people. I'm not Jewish but I can clearly see that.",0
"Person1: There is no international law against Israel holding the lands they captured in a defensive war. And your claim of a 'worse HR record' than the Arab despots is sheer nonsense. To think that people who can read and write can actually believe anything you've said is beyond comprehension.
Person2: Perhaps so but the history of non-Jewish Semites, Muslims, Babylonians (Nebuchadnezzar) and assorted Middle Eastern tribes murdering Jews is long and bloody. But Israel is loyal only to those who defend Jewish interests (Cyrus the Great, a Persian) and violently opposed to those who don’t. Naturally, Israel has a strict immigration policy regarding Palestinians, Israel even built one of those hated Border Walls to keep their nation secure. Is Trump a Jewish name?",1
"Person1: Like all good Americans, Dershowitz is deeply concerned when people attack Israel, a sure sign of anti-Semitism – or so he tells us. As a distinguished civil rights attorney, Dershowitz helped defend O J Simpson but he isn’t defending BLM when they have the audacity to go after Israel. And like all Americans nowadays, Dershowitz closely identifies with his chosen group of American born Israelis, BLM identifies with their chosen group of African Americans – if you’re a loyal American you must enlist in a group which despises other groups. Is this a great country or what?
Person2: Just like any other country we defend our interests and are loyal to those who support and defend our interests until this traitor-in-chief now occupying the White House.",1
"Person1: The terrorist nation of Israel illegally occupies large swaths of the West Bank in direct defiance of International law. Israel should only be approximately 1/3 of the size of what it currently occupies, this means 2/3 of their land is illegally occupied, which is a crime against humanity. Israel somehow managaes to have a worse record for crimes against humanity than even abhorrent places like Iran and Syria. Look it up the information is out there and none of it involves conspiracy nut jobs like Alex Jones.
Person2: take that up with the UN, or Israel, keep all your self described righteous anger and hate in the Strip.",0
"Person1: Blacks in America are the fast growing population of anti-Semites in the US. Yes you can fact check it.
Person2: disagree. They would not have that land if the other countries had not invaded first. Why does Israel have to give back land won during an invasion of their country? The United States is not being forced to give land back to England, France, Spain or Mexico",0
"Person1: The terrorist nation of Israel illegally occupies large swaths of the West Bank in direct defiance of International law. Israel should only be approximately 1/3 of the size of what it currently occupies, this means 2/3 of their land is illegally occupied, which is a crime against humanity. Israel somehow managaes to have a worse record for crimes against humanity than even abhorrent places like Iran and Syria. Look it up the information is out there and none of it involves conspiracy nut jobs like Alex Jones.
Person2: Israel SHOULD be 10X the size to wipe terrorist muslims off the face of the earth.",1
"Person1: The terrorist nation of Israel illegally occupies large swaths of the West Bank in direct defiance of International law. Israel should only be approximately 1/3 of the size of what it currently occupies, this means 2/3 of their land is illegally occupied, which is a crime against humanity. Israel somehow managaes to have a worse record for crimes against humanity than even abhorrent places like Iran and Syria. Look it up the information is out there and none of it involves conspiracy nut jobs like Alex Jones.
Person2: Everything you just said is factually wrong. Go back in your hole!",0
"Person1: what a efen loon, but most femanazis are.
Person2: ALL of them are.",1
"Person1: This is the face of the so-called ""progressive"" movement.
Person2: ug..ug..ly.",0
"Person1: This is why the surgeon general states that smoking or drinking while pregnant is bad for an unborn child......this is what we get...brain damaged children.....I love how we now turn ""accidents"" into political social movements.....An accident is an undesirable incidental and unplanned event that could have been prevented had circumstances leading up to the accident been recognized
Person2: Remember -- spay or neuter your millennials.",0
"Person1: I'm sorry, but isn't this woman white? Let's face it, it's cool to to have an issue with white people. She is SO cool. I bet she just can't believe how utterly cool and accepted in all her social circles she really is. So it's not ""white privilage"" that needs to be stamped out . . .it's ""white I wanna be cool"".
Person2: Seems like she has more of a problem with ""white I wanna be dead"".",0
"Person1: DEMS are such clueless and useless animals.
Person2: But please, you're insulting animals.",0
"Person1: The sign said no swimming and BTW all black people do not live in the hood and there are 45.2% of White Privileged, victims on welfare vs 25.7% of Black hood living, drug selling thugs according to the US Department of Agricultural 2015 report ijs
Person2: Please tell me if I I'm getting this right: the US Department of Agriculture states that 45.2% of welfare recipients are ""white privilege victims?""",0
"Person1: Karvictho; first off the boy didn't ""fall"" into the Gorilla area - he CLIMBED in! Second, he told his Momma he wanted to go in prior to escaping into the pit! And both Mom and Dad were right next to him but were distracted taking photos! Third off, various stories as to if the Dad was there or not, but he was there. So that boy had 2 parents and 2 siblings old enough to watch over him but ALL were too occupied on Social media to bother watching this lil boy that had to.d his parents that he wanted to climb in!! These deaths have NOTHING at all do with Racism, nor ""White Privileges""!! Grow up! Pull up your pants, stop looting your hood and then blah the about not having anything good in your neighborhood! Oh, and BTW, they too could have gone to Disney and gotten their kid eaten by a Gator! They take Food Stamps there ya know!!
Person2: I kind of think you fail to see the real picture: Black child is alive while the white child is dead. This is not racial, it is about life and death.",0
"Person1: When the black child fell into the gorilla cage ... and the gorilla was shot to save the boy ... many people signed a petition to have the mom prosecuted for failing to watch her child. Here an alligator eats a white child ... and there are signs everywhere telling people not to go in the water ... but there are no petitions being signed asking for the boy's dad to be prosecuted. That's the issue .... black people should be condemned ... white people are ""privileged"" and get a pass and sympathy. For those of you pretending it is otherwise... oh well, you can always be part of the problem instead of part of the solution.
Person2: I take it you're femme_esq?",0
"Person1: When the black child fell into the gorilla cage ... and the gorilla was shot to save the boy ... many people signed a petition to have the mom prosecuted for failing to watch her child. Here an alligator eats a white child ... and there are signs everywhere telling people not to go in the water ... but there are no petitions being signed asking for the boy's dad to be prosecuted. That's the issue .... black people should be condemned ... white people are ""privileged"" and get a pass and sympathy. For those of you pretending it is otherwise... oh well, you can always be part of the problem instead of part of the solution.
Person2: People like YOU are the problem!",0
"Person1: When the black child fell into the gorilla cage ... and the gorilla was shot to save the boy ... many people signed a petition to have the mom prosecuted for failing to watch her child. Here an alligator eats a white child ... and there are signs everywhere telling people not to go in the water ... but there are no petitions being signed asking for the boy's dad to be prosecuted. That's the issue .... black people should be condemned ... white people are ""privileged"" and get a pass and sympathy. For those of you pretending it is otherwise... oh well, you can always be part of the problem instead of part of the solution.
Person2: Maybe the family in Florida got more sympathy because their child was killed. I agree that the Chicago family was unnecessarily maligned.",0
"Person1: When the black child fell into the gorilla cage ... and the gorilla was shot to save the boy ... many people signed a petition to have the mom prosecuted for failing to watch her child. Here an alligator eats a white child ... and there are signs everywhere telling people not to go in the water ... but there are no petitions being signed asking for the boy's dad to be prosecuted. That's the issue .... black people should be condemned ... white people are ""privileged"" and get a pass and sympathy. For those of you pretending it is otherwise... oh well, you can always be part of the problem instead of part of the solution.
Person2: It is otherwise: you live in a fantasy world. The problem is people like you and Ms Snarth, the current President, the ""reverends"" (Al and Jesse), every liberal-socialist, etc. etc. who think that everything is about ""phobia"", ""hate"" and ""race"". Because of the first amendment, your ability to spout the foul libelous statements and baseless accusations is protected. Because of the first amendment, you're going to have to learn to let those who disagree with you continue to disagree. Tragedies happen. Sometimes by our own inattention, and sometimes with no warning or ability to prevent them. When no crime is committed, then those involved in the tragedy should be left alone to grieve.",0
"Person1: When the black child fell into the gorilla cage ... and the gorilla was shot to save the boy ... many people signed a petition to have the mom prosecuted for failing to watch her child. Here an alligator eats a white child ... and there are signs everywhere telling people not to go in the water ... but there are no petitions being signed asking for the boy's dad to be prosecuted. That's the issue .... black people should be condemned ... white people are ""privileged"" and get a pass and sympathy. For those of you pretending it is otherwise... oh well, you can always be part of the problem instead of part of the solution.
Person2: Considering the fact that I'll never be black, I suppose I'll have to settle for being part of the solution.",1
"Person1: When the black child fell into the gorilla cage ... and the gorilla was shot to save the boy ... many people signed a petition to have the mom prosecuted for failing to watch her child. Here an alligator eats a white child ... and there are signs everywhere telling people not to go in the water ... but there are no petitions being signed asking for the boy's dad to be prosecuted. That's the issue .... black people should be condemned ... white people are ""privileged"" and get a pass and sympathy. For those of you pretending it is otherwise... oh well, you can always be part of the problem instead of part of the solution.
Person2: However, it is YOU that is ""part of the problem"" (in fact, a very LARGE part of the problem)... carrying and spreading your venomous hatred of the human race, and especially ""whites. And it would indeed be for the same tragedy that befell this little ""white"" boy to befall YOU, that would be a much to be desired (and quite poetic) ""part of the solution"".",0
"Person1: someone needs a brain transplant!
Person2: I believe all of her organs could be of better use to others in need.",0
"Person1: I take it you're femme_esq?
Person2: Who would want them?",0
"Person1: someone needs a brain transplant!
Person2: Far better a brain removal... the ISIS way.",0
"Person1: Dumber than a box of rocks racist and it is an insult to the box of rocks to use them as a comparison.
Person2: INDEED",0
"Person1: this nut job married a Givonna Long, google this name to see what a prize she married
Person2: How do you know this? Then she would be the ""Olivia St. Clair"" part?",0
"Person1: I'm also curious. Why would the dad allow the child any where near the water that said ""No Swimming"". Forget about the bottom of the water having some type problem. It was Florida. Gators can asset water in families pools. So there in open land when that sign would have made any parent more cautious. That Gator laid in wait for that innocent little boy and did what an Alligator known to do. Strike very fast and drag under water. So sad for the family, that I am. The Father will never ever forgive himself. So I really don't think pointing fingers really makes a different at this point. He was the one at the time walking with his Son and that very sad tragic thing happen and that will always be his final remembrance of his child. So heart breaking.
Person2: and yet here you are doing just that pointing fingers",0
"Person1: I'm also curious. Why would the dad allow the child any where near the water that said ""No Swimming"". Forget about the bottom of the water having some type problem. It was Florida. Gators can asset water in families pools. So there in open land when that sign would have made any parent more cautious. That Gator laid in wait for that innocent little boy and did what an Alligator known to do. Strike very fast and drag under water. So sad for the family, that I am. The Father will never ever forgive himself. So I really don't think pointing fingers really makes a different at this point. He was the one at the time walking with his Son and that very sad tragic thing happen and that will always be his final remembrance of his child. So heart breaking.
Person2: Technically they were in compliance with the signs as neither one was swimming. There are thousands of places around the gulf coast that say no swimming and like these signs they are permanent. Sometimes it's as simple as tree stumps being removed to make, as in this case, a man made lake. The owners don't want people hurt on the remaining stumps until they have rotted away. They walked together on a beach and the little boy was in less than 12"" of water. Now if the signs that were posted would have said ""DANGER ALLIGATORS IN WATER"" I could see how you might have a point. However, you do not.",0
"Person1: Technically they were in compliance with the signs as neither one was swimming. There are thousands of places around the gulf coast that say no swimming and like these signs they are permanent. Sometimes it's as simple as tree stumps being removed to make, as in this case, a man made lake. The owners don't want people hurt on the remaining stumps until they have rotted away. They walked together on a beach and the little boy was in less than 12"" of water. Now if the signs that were posted would have said ""DANGER ALLIGATORS IN WATER"" I could see how you might have a point. However, you do not.
Person2: Neither does she seem to have a brain, a heart or a soul. Check out the profile photo. Yeah, some ""Honeyblonde"", huh? SMH",0
"Person1: I'm also curious. Why would the dad allow the child any where near the water that said ""No Swimming"". Forget about the bottom of the water having some type problem. It was Florida. Gators can asset water in families pools. So there in open land when that sign would have made any parent more cautious. That Gator laid in wait for that innocent little boy and did what an Alligator known to do. Strike very fast and drag under water. So sad for the family, that I am. The Father will never ever forgive himself. So I really don't think pointing fingers really makes a different at this point. He was the one at the time walking with his Son and that very sad tragic thing happen and that will always be his final remembrance of his child. So heart breaking.
Person2: seriously? Now I live in the South and if there is a public area that has ALLIGATORS we post signs that state that....Now if I am going to ""Disney"" I would NOT expect at a resort type hotel for there to be Gators and if there are they should POST that because someone from some Northern state on vacation is not thinking Gators unless they are at Animal Kingdom.....this is clearly the fault of the hotel not the parents....and it was an accident:An accident is an undesirable incidental and unplanned event that could have been prevented had circumstances leading up to the accident been recognized",0
"Person1: American feminists are about as useful as soundless Velcro. Grew up with daddy issues no doubt.
Person2: When daddy leaves mommy and kids, kids get daddy issues. It's traumatic for everyone!",0
"Person1: Sorry Charlie - alligators want kids that taste good not the parents that have good taste (or sense).
Person2: Apparently because of this white privilege deal...:/",0
"Person1: Sorry Charlie - alligators want kids that taste good not the parents that have good taste (or sense).
Person2: We really should sue the alligator for not complying with Florida and Federal EEOC (Equal Eating Opportunity Commission) rules as well as Affirmative Action and Diversity requirements. Wrong ""race"" (actually ethnicity, there is only one race), wrong gender, wrong education and income profile.",1
"Person1: I'd still rather take my chances at Disney rather than on the streets of Chicago, especially on weekends.
Person2: You have better odds with the alligators. The stats are up to 1847 shot. Probably be over 1900 after the weekend.",0
"Person1: Anyone wonder why this country and world is in such a mess. My condolences to the family.
Person2: With so much evidence being piled higher and higher every day, I quit wondering long ago.",0
"Person1: Huh?
Person2: right?",0
"Person1: Brienne of Snarth Uncovered: Olivia St. Clair Long, aka Brienne of Snarth is an attorney who is employed by a Law Firm in Chicago, IL. A little digging on the internet reveals this woman's Hatred towards ""white privilege men"" This is a ugly example of a misguided human being... if I ever saw one, but nonetheless a stinking POS! Do a little digging and you will find some of the pieces that makes this woman tick. Check out who she is married to!
Person2: nah, she's not worth another moment of my time.",0
"Person1: Then again you can ask her ""How does a 2 year old get far enough away from the parent and close enough to get snatched by an alligator unsupervised in a huge public arena?"" Bad parenting maybe? Just asking, either way it is very sad.
Person2: I see you know zip about gators.",0
"Person1: I see you know zip about gators.
Person2: Or anything else worth knowing.",0
"Person1: Then again you can ask her ""How does a 2 year old get far enough away from the parent and close enough to get snatched by an alligator unsupervised in a huge public arena?"" Bad parenting maybe? Just asking, either way it is very sad.
Person2: Most people don't think about alligators in the pond when they are vacationing at Disney. I wonder why they didn't post a warning sign?",0
"Person1: She's right. He should feel the guilt for the rest of his life for ignoiring signs. But millions of dollars will buy a couple of four wheelers and some personal watercraft. That'll help him squash the feelings.
Person2: You can't go out killing American wildlife ...that's poaching. Or are you commenting on the way $$$ soothe the parent's feelings after a lawsuit?",0
"Person1: There is always a mentally disturbed feminist - man hater in the crowd. Put her on the no-fly list.
Person2: Actually she should be put on the next available ""flight"" fly list, out of the country... maybe to a place with an all black population, like the Congo! Oh wait, are they black... I don't see color, I see people, maybe she should try it.",1
"Person1: Actually she should be put on the next available ""flight"" fly list, out of the country... maybe to a place with an all black population, like the Congo! Oh wait, are they black... I don't see color, I see people, maybe she should try it.
Person2: Yes, send her to ISIS she can tell them all about how lousy this country is.",0
"Person1: Must be a Hillary Supporter.
Person2: That's a given.",0
"Person1: Feminism is a disease . An absence of God, loving or caring , for one thing .
Person2: Oh Bulls**t. I'm a feminist and nothing like this witch. Feminism is about equality in the workplace and not being treated like second class citizens. Shows how much you know. God has nothing to do with it.",0
"Person1: Doesn't the hildabeeste bare a strange resemblance to an alligator?
Person2: That's an insult to alligators!",1
"Person1: Doesn't the hildabeeste bare a strange resemblance to an alligator?
Person2: Well said!",0
"Person1: There is a reason they say liberalism is a disease.
Person2: don't give it that credit, they will want rational people to pay their therapy bills.",0
"Person1: don't give it that credit, they will want rational people to pay their therapy bills.
Person2: Well, we pay for everything else they want--don't we?",0
"Person1: She should become one with an alligator !
Person2: My sympathy to the gator!",0
"Person1: RE: ET's contacting earth in 1500 years.. yeah... hope they don't like slaves or human flesh... we must be the wisest beings in existence... to send out constant radio waves, deep space launches, which tell any one and everyone what our tech is and many of our weakness's, so smart to send up a beacon so any and all pirate ET's will know where we are.. Genius !! I'm sure our descendants 1501 years from now will be so thankful for our lack of forethought as they are being led off to the giant meat grinder.
Person2: It's a COOKBOOK!",0
"Person1: RE: ET's contacting earth in 1500 years.. yeah... hope they don't like slaves or human flesh... we must be the wisest beings in existence... to send out constant radio waves, deep space launches, which tell any one and everyone what our tech is and many of our weakness's, so smart to send up a beacon so any and all pirate ET's will know where we are.. Genius !! I'm sure our descendants 1501 years from now will be so thankful for our lack of forethought as they are being led off to the giant meat grinder.
Person2: Give it up, Alligators were there first. I don't want to see any species wiped out.",0
"Person1: I blame George Bush for I inherited Alligators from the previous Republican administration. If the father had a AR-15 do you think the Alligator would have still taken the boy?
Person2: I don't think an AR has sufficient power to take out an alligator. I would suggest a .357",0
"Person1: Brienne of Snarth Uncovered: Olivia St. Clair Long, aka Brienne of Snarth is an attorney who is employed by a Law Firm in Chicago, IL. A little digging on the internet reveals this woman's Hatred towards ""white privilege men"" This is a ugly example of a misguided human being... if I ever saw one, but nonetheless a stinking POS! Do a little digging and you will find some of the pieces that makes this woman tick. Check out who she is married to!
Person2: Thank you for that info.",0
"Person1: They're animals anyway so let them lose their souls
Person2: I see you also enjoyed the book The Godfather!",0
"Person1: The father of the boy snatched by the gator is 1/2 black...duh Brienne
Person2: Top half or bottom half......size matters.... Ask MS Obama, she unfortunately got the top half!",1
"Person1: This is clearly a racist comment, but since it is directed towards white men it is ok to print. I believe in Christ, but I am starting to believe some humans have evolved from primates
Person2: What do you mean evolved? They stillare primates....",1
"Person1: This is clearly a racist comment, but since it is directed towards white men it is ok to print. I believe in Christ, but I am starting to believe some humans have evolved from primates
Person2: Actually evolutionists are backing away from natural ""evolving"" and leaning towards selective breeding.",0
"Person1: This is clearly a racist comment, but since it is directed towards white men it is ok to print. I believe in Christ, but I am starting to believe some humans have evolved from primates
Person2: I watch NASCAR and INDY, guess that makes me a race-ist",0
"Person1: Hey Brianne - get in the kitchen and make me a samich. Chop Chop
Person2: ROFLMAO!!!! I just laughed so hard that I sprayed my keyboard with coffee. I was having a really crappy day, and then I read your post. Thank you for putting a smile on my face!!!",0
"Person1: Hey Brianne - get in the kitchen and make me a samich. Chop Chop
Person2: That stuff is funny dont care who ya are",0
"Person1: I'm sure its getting some weird satisfaction in the attention this is garnering it. Maybe its parents ignored it. whatever, it's a creepy thing to say and speaks volumes about its own lack of intelligence, character and compassion. I feel sorry for it actually.
Person2: In nature, it's parents would have killed it.",1
